"GeneticGroup","GID","MCMDS","DM","BRNHT1","BRLVLS","HI","logFYLD","logTOPYLD","logRTNO","TCHART","LCHROMO","ACHROMO","BCHROMO"
"TMS18","TMS18F1008P0008_A17546",0.162774038548542,2.73866400267151,3.28726022991842,-0.0565009925926996,0.000308531103370655,0.0943176234801285,0.0348355352496904,-0.0147764963759105,0.129987016683415,0.0988418819624953,0.275425384796513,-1.42269296728655
"TMS18","TMS18F1008P0011_A17439",0.0788094957875839,1.78755356480319,3.81726091983285,-0.249147781427672,-0.00658919418114173,0.0730134937329491,0.0471990710641803,0.0258215553247094,-0.0186861985069643,0.180677969208519,-0.321504711014125,-2.78091513626073
"TMS18","TMS18F1008P0012_A18712",0.389699128184754,2.86649054423606,13.3517256909582,-0.354854753433744,-0.0371789839629648,0.0722772331913017,0.0778184525604606,0.0814022248536136,0.0572260704724486,-0.334102277002171,0.140995958207333,-1.30370826302006
"TMS18","TMS18F1009P0002_A18730",-0.15350620401146,3.01684949331897,6.87809430627734,-0.116746998592766,0.017677202343551,-0.112510801680534,-0.190596982155962,-0.129559032560668,0.0114864441353547,0.303702259196828,0.0520092924086903,-2.01596295593062
"TMS18","TMS18F1009P0008_A16907",-0.130903998148861,-1.32132631053499,10.1247222286352,0.0635540704110566,0.00615758990897181,0.0850816364232682,0.045829017423059,0.141135479370842,-0.0410747595384873,0.305141330917057,-0.676077168852701,-4.34169378544573
"TMS18","TMS18F1009P0017_A19514",-0.398281506477435,0.533632836825199,10.7318153601069,0.125320112401983,0.00629955389463804,0.0338205190025158,0.0227339053221273,0.0986381337471514,-0.0945997748288059,0.537415956161043,-0.474485101625848,-2.87405826383814
"TMS18","TMS18F1009P0020_A18718",-0.694550139609067,2.68668518088701,12.228808807523,-0.201885286044345,-0.00235837138126122,0.049546194098307,0.0609129687642436,0.0956650102902378,-0.196320617347548,0.843163463560907,-0.391192109448145,-5.33551529892793
"TMS18","TMS18F1009P0028_A18728",-0.287233008771827,0.214541608442968,1.97376715328872,-0.0229679156204277,0.022138848002329,0.183028021935672,0.0430431945237796,0.184489047531693,-0.0806700898498767,-0.00161911618120799,-0.111791189126945,-3.07008822561516
"TMS18","TMS18F1010P0002_A17524",-0.513973101836144,-1.7367524891692,7.07772399882316,-0.0753489577746668,0.0298003834060591,0.165295397497746,0.105040673327478,0.104855413727377,-0.286632219254987,0.275995977444955,-0.406586721800205,-5.16080107367275
"TMS18","TMS18F1010P0005_A18736",0.255799856340452,2.39288318806058,1.23498469955105,-0.013032805493782,-0.0511847744609401,0.00468594883308473,0.224713023766934,-0.0686337778917164,-0.0854860787079245,0.780946081178186,-0.0804307775391953,-2.41206883615294
"TMS18","TMS18F1010P0011_A16906",-0.215678416388993,-2.78786697236649,7.10060990478776,0.0580823030333073,0.00408878130781229,0.123436327977614,0.0911992785423225,0.111896749594075,0.0379795096556007,0.0471583873903162,-0.0984296317337197,-1.0005824363978
"TMS18","TMS18F1010P0021_A17962",-0.192736735172713,0.463744809563857,8.05832803807314,-0.019514009018548,0.0675386339676143,0.489396624236155,0.190444950173551,0.392512531757185,-0.181390767525919,0.525290708560139,-0.278014599620703,-0.497967738503169
"TMS18","TMS18F1010P0025_A18301",-0.156201221163703,0.0561390065367915,1.81762421847784,0.0214327761561398,-0.0321792287387383,0.115239050438416,0.243228549962615,0.123190391596563,-0.0913087154158671,1.04723748774022,-0.341188611745158,-4.17477415143837
"TMS18","TMS18F1010P0026_A18346",0.117855441986073,-0.482259992094184,-4.9253691128354,0.0719936001406678,0.019228424735133,0.192047541863114,0.074552826576684,0.15148481491943,-0.0352110062359453,-0.118418024904618,0.12992295602378,0.237160018833617
"TMS18","TMS18F1010P0027_A18512",-0.0929216419536455,0.630141662478082,3.05944940097352,-0.0503601158281722,-0.0179232334819383,0.201994665503592,0.258891926384111,0.141222784640584,-0.278386378707312,0.711473906659256,0.0162039716012642,-3.87667453186212
"TMS18","TMS18F1010P0030_A18575",0.108155462086944,4.0799967073112,1.95200153834769,-0.159549020639608,-0.00982361343657268,-0.0541578725491283,0.118763474143719,0.021597173166831,-0.144125825437714,0.287053237985571,0.08465049807233,-2.48471752458717
"TMS18","TMS18F1010P0031_A18381",-0.0527122763422226,2.04896620705531,8.22376568236573,-0.0452280618268146,0.00763686615983836,0.267831325224667,0.226817491854197,0.254741804661228,-0.310314103490787,0.580727438012681,-0.1594204993874,-3.48026792928959
"TMS18","TMS18F1010P0033_A17977",0.0334181408585454,2.4294172738783,3.52843761461372,-0.112886008881098,0.0292382375745179,0.28216851393014,0.128555045898037,0.158622606882301,-0.15004357636592,0.753655498011265,-0.00907105858129275,-2.44220789272706
"TMS18","TMS18F1011P0004_A17583",0.64295076946624,-2.60760540853209,10.4885308596006,-0.199573210337351,-0.00485459353883995,-0.138342713558651,0.0177321508015736,-0.0562223897760805,-0.0945545544319725,-0.315986615166706,0.211486780812996,-0.350287630569738
"TMS18","TMS18F1011P0013_A16909",0.0190737848361192,0.867570308117923,3.02753775804056,-0.357681738942827,-0.0422338299725629,-0.16198017115579,0.0231166055144163,0.0143877737445871,-0.211125062542963,-0.0670123074174503,-0.0103636724295064,-2.08669683544619
"TMS18","TMS18F1012P0003_A17440",-0.751238975940295,-0.969452809428935,6.62113500611139,-0.311287511431085,0.0349092213875073,-0.0554846022977007,-0.168460757800447,0.0353724628385836,-0.317432171185289,-0.12333066092379,-0.319273078147264,-5.33006493565413
"TMS18","TMS18F1012P0008_A16911",-0.731474396062483,0.149472731938098,13.0973511518755,-0.136904255066297,-0.0182356954054645,-0.0286352009466567,0.0195961541954832,-0.0586684013181416,-0.251045782301578,-0.265490871400593,0.0218732988790048,-2.82029864010489
"TMS18","TMS18F1013P0003_A17550",-0.260542806839066,-0.556355749402671,4.37816963170821,0.32140475525738,-0.031637927204035,0.0388102859227492,0.150883787564398,-0.00171656652689076,0.00471259319993901,0.30384680951403,-0.646736635813462,-1.43275932500599
"TMS18","TMS18F1013P0013_A17527",-0.067479723790818,3.23885047754976,-0.426626204327888,-0.0713070064640497,-0.00918440051399101,-0.265609192171616,-0.196976927328322,-0.129475475589853,-0.378049537043493,0.413755875639499,-0.169850439540004,-3.01158959906854
"TMS18","TMS18F1014P0001_A16904",-0.0607750738812972,-1.09512214999558,2.17650700359873,0.433221600161381,-0.0112981756320064,-0.177156331409257,-0.158975491944627,-0.0927983993728108,-0.0405074380143034,0.837504201485878,-0.386172385615601,-3.35817799718584
"TMS18","TMS18F1014P0004_A18717",-1.01137105034681,-2.49957049328584,0.489370572324962,0.110728276452477,0.026569279875433,-0.236017717302178,-0.230360041461526,-0.0845521552597682,-0.272174084898166,0.932035800266432,-0.346838785417194,-4.46340295500894
"TMS18","TMS18F1015P0002_A17425",-0.0623445316964885,-3.28692949904013,5.90340307860312,-0.13464436447378,0.0207480551812131,0.172257182963018,0.154572157461856,0.0862541153010401,-0.169582173279954,0.37263169684287,-0.47305280875349,-6.4530579506628
"TMS18","TMS18F1015P0003_A18724",-0.491357944624674,-0.104383034645228,7.99070506830633,0.205127744724882,-0.0476726487220416,-0.177646675130318,0.034631710155051,-0.191294397380808,-0.130700000207443,0.0692691008750792,-0.18169097239823,-2.7291672889854
"TMS18","TMS18F1015P0015_A18729",0.0495306377673449,0.126800362429254,-9.10622131576773,0.253414994478455,-0.00680234818772912,0.126628776485977,0.103154520988976,0.0093365881061251,0.469745851492831,-0.458282353228429,0.0216048481640276,3.61485261128653
"TMS18","TMS18F1015P0017_A17436",-0.289621475026025,-2.28317308420436,2.07330185771993,0.364229589165097,-0.0180474643176301,0.172357728864294,0.18449090443276,0.0714586380474018,-0.33882285879899,-0.121966482784285,-0.68873817465537,-5.77486158680542
"TMS18","TMS18F1016P0010_A16914",-0.43606040257012,-0.349284105387413,5.01987065863999,0.11880772999688,-0.0416475150433349,-0.0325119417229248,0.116314428910881,-0.00135676519955002,0.385406557484958,-0.863035555703919,0.158785813944074,0.303461173958137
"TMS18","TMS18F1017P0025_A18731",-0.468117134247451,-1.96382615417843,4.68360701288791,-0.11643272253635,0.0568897043275337,0.163376149828224,0.0177034334395671,0.144848740222607,-0.136867021964709,0.726893693370862,-0.919331713540852,-4.38049308435215
"TMS18","TMS18F1017P0060_A17723",-0.40126405275257,-0.62599957668006,-3.18256604260919,0.0418723165991428,-0.0107487521205106,-0.102784446037166,-0.10491294119304,-0.0824727993928215,-0.208197102480863,0.555564147995577,-0.498095539951911,-1.95473133988809
"TMS18","TMS18F1018P0001_A17445",-0.150422913168051,0.241489350639324,3.91398295540552,-0.511087244212902,0.0168171888379206,0.153368235117079,0.0602492970599484,0.157726407379276,0.0547109780380058,0.777105934176979,-0.890503867176719,-2.77225634467657
"TMS18","TMS18F1018P0016_A17579",-0.237074879227008,-4.62854586212705,-3.1001245318558,0.258091205797454,-0.00431492531679847,0.0119599614933436,0.0842110241151227,-0.0556238837598754,-0.00557056922085545,-0.00878025406229404,-0.637327573946927,-2.1257697778745
"TMS18","TMS18F1020P0001_A18723",-0.622336601790118,0.156967175704382,7.55834368306384,0.231432913490175,-0.0514084194688454,-0.168477397634596,0.0506227046121789,-0.174381978610344,-0.173379527038746,0.0693788134453017,-0.146055994933503,-2.32060366754985
"TMS18","TMS18F1020P0008_A18722",-0.524513344131371,2.23089750420644,-5.24842523213103,0.0547515904514717,0.000658596255769472,-0.212611972965393,-0.145854467159279,-0.194292053789451,-0.00443691752144112,1.03577367987943,-0.539183209327556,-2.00981573210126
"TMS18","TMS18F1020P0025_A19483",0.0625071500959896,-0.450678472440825,0.572205727221105,0.0189217960424242,-0.0359527016377479,-0.0180505034406269,0.0461975049317632,-0.0312007478083672,0.498764388352301,-1.34876594026076,0.831915355231035,9.33120179089424
"TMS18","TMS18F1020P0026_A19312",-0.687541270900633,-1.57790366938868,-1.02021570408914,0.40438510672271,-0.101097746286129,-0.208404606195942,0.18122764344391,-0.159988604078599,-0.0303225019960968,0.188818858082837,-0.419856010371446,-0.643408309072809
"TMS18","TMS18F1020P0027_A16986",-0.209011238508626,-0.0490294989652114,0.174025736591928,-0.00312203440360526,-0.0410826009094877,-0.120648576741338,0.0423069601254407,-0.152616432837694,0.0136939788788431,0.710211398071541,-1.08819998590282,-0.569845195650718
"TMS18","TMS18F1020P0030_A17216",-0.130864078037629,-0.247451582695302,-4.94771191713535,0.399774182219877,-0.0522776838923463,-0.240422746458372,0.0033767376551375,-0.240329304836277,-0.0629838800976737,0.467229723334093,-0.50323063832959,-0.202852902454069
"TMS18","TMS18F1020P0031_A17043",-0.0106649515073609,2.99456229034538,-0.830964805011846,0.194198594411493,0.00446409798235077,0.0723740837999601,0.0262022413303473,0.018256031982692,0.0164989601970219,0.518626665057666,-0.373301487260637,-0.0105934892559133
"TMS18","TMS18F1020P0033_A19291",-0.378708397556649,-0.0239885646946008,1.14022164702563,0.102628896782362,-0.0320271315446467,-0.236503370512859,-0.0120828143095053,-0.25720896261268,-0.31112902262445,0.590120811479448,-0.732436530482121,-1.3623432185685
"TMS18","TMS18F1022P0013_A17542",-0.303135057880778,-0.739635570487931,-0.222730211470843,0.0448509453915512,-0.0313017380980106,-0.164213097839491,-0.0145345040171841,-0.275028132591584,0.335571393896018,-0.132155572368229,-0.137594548126639,2.3592207138544
"TMS18","TMS18F1023P0012_A17451",-0.420764899149834,-2.38534121907634,-1.57216595408633,0.171454405146201,-0.0311008387630728,0.0959194503934839,0.192631041655464,0.0744906865002024,-0.214933237247017,0.604742393415668,-0.304295730296312,-1.34264700835803
"TMS18","TMS18F1024P0004_A18737",0.00864926348040088,-0.551428714104578,5.76769950351906,0.107796118659288,-0.0351922592954312,0.0397639191439404,0.160409018887781,0.00803158360333986,-0.174381241783794,1.10986526948602,-0.633340310129123,-2.66518963668882
"TMS18","TMS18F1024P0005_A19030",-0.349856004791738,-0.865734168394081,2.95972132625458,0.0651955814389318,0.0509960688337451,-0.0231266190340375,-0.0996166427496924,-0.037466071706989,-0.130806319752266,0.967869803962065,-0.371073429634075,-4.29083591985999
"TMS18","TMS18F1024P0017_A18994",-0.184583212213003,0.0365190073728841,0.12480004953877,0.0880778312376305,-0.0320011364627655,0.113839224334508,0.243775189993723,-0.0139531626137284,-0.222720982495101,0.623226334333554,-0.468479194198892,-2.4726388358064
"TMS18","TMS18F1024P0031_A19022",0.127975910823552,-1.24017478793006,1.60812645036864,0.416778809437287,0.00206113581336425,0.256690827807377,0.21136989741145,0.136527750443492,-0.284025026103153,1.0442665341314,-0.862247197722471,-4.38673902203055
"TMS18","TMS18F1024P0037_A16910",0.125645170440231,-3.32720362839206,-3.40672187660475,-0.0319627274993055,0.031820597583839,0.268786319840633,0.0948477042791119,0.0922275079922468,-0.317778860875166,0.952599097241169,-0.54960998527035,-3.01139681667872
"TMS18","TMS18F1025P0013_A18756",-0.276437623295275,-1.85057374240103,9.7888599200097,-0.340611830777684,0.0166047280449464,-0.232657151646323,-0.112856621111215,-0.142472673121237,-0.109033413618353,0.621321393261159,-0.30301571932843,-3.16112398818723
"TMS18","TMS18F1025P0024_A18619",-0.288257216528065,1.38131131155268,-9.58478489837556,0.567406379101581,-0.154310693418601,-0.15104152350787,0.332485557226501,-0.0693151122185399,-0.0817668009780372,0.73491819890433,-0.426382813852016,-1.60977936185674
"TMS18","TMS18F1025P0029_A18598",0.134165021005895,1.84495628222845,8.82146484193516,0.0604949233638333,-0.0306909429683459,-0.245296235266445,-0.078656231408427,-0.154608684421827,-0.166879397988847,0.668938206546368,-0.60994471873086,-2.63089170291432
"TMS18","TMS18F1025P0030_A17959",-0.0251221239487025,-0.0513792541665902,8.01221092607303,-0.140754719991622,-0.0441609374264787,-0.373663508139986,-0.0904900679624169,-0.166470442457941,-0.280208887262902,0.63598014853133,-0.770209874359936,-3.6353538781723
"TMS18","TMS18F1025P0034_A17965",0.158294424456991,1.37068200711192,2.08395937728107,0.0377344455908915,-0.0190466588993524,-0.292684143698356,-0.186066262048068,-0.136918490708466,-0.088429457716233,0.150404265161835,-0.161664382485122,0.0357339558745649
"TMS18","TMS18F1025P0035_A17940",-0.118509392964998,0.945211502167885,4.05954082696115,0.0105360505175857,0.0508957819574899,-0.147152299874211,-0.245031064917943,-0.0490802406429193,-0.335912758500575,0.27768948006926,-0.480028632716067,-2.27040814144186
"TMS18","TMS18F1025P0037_A18351",0.104689325476763,1.38401695627108,5.11737973002234,-0.132583237145997,-0.0128847301295737,-0.422944011938692,-0.358137187508366,-0.254649832005467,-0.0375206915192273,0.379202547535213,-0.324579906203378,-0.61552398327155
"TMS18","TMS18F1025P0038_A18353",-0.0815165791938235,3.3885704742942,2.51311062170069,0.35730674514698,-0.0394689914380959,0.0808806928987108,0.126644116829564,0.0939556462867024,-0.0333907933524281,0.104666827845085,0.173486108923346,-2.92010139461941
"TMS18","TMS18F1025P0039_A18370",0.123025632765004,2.45440470616552,-2.0657193979098,-0.0311942913494038,-0.00209653262670906,-0.302794142436723,-0.281581666892562,-0.178525542437264,-0.165083055864793,1.04495707356837,-0.93758246698805,-2.03617025205114
"TMS18","TMS18F1025P0041_A18368",-0.36075312516668,-1.03670181379877,9.133970552491,-0.323567803176159,-0.00243540344389338,-0.411231710284914,-0.31961170186589,-0.259315374192718,-0.0170956461489662,0.702293739021326,-0.542807871093304,-1.74746210070355
"TMS18","TMS18F1026P0009_A17430",-0.406039894497609,1.8210597741963,-1.44814621445542,-0.0166368373974074,-0.0514013907459788,-0.0752734394065346,0.052203832407278,0.0219533438939649,-0.0372455475785916,0.167688274548518,-0.695303622022839,-1.54703850216644
"TMS18","TMS18F1026P0014_A18745",-0.212422995900618,-0.385658992347801,-3.60698957762339,0.123693186985663,0.0210908462419519,0.0540600254161973,-0.00220921830007978,-0.0436190522755134,0.515874972370814,-0.604316335350437,-0.0132634401702502,5.24011050193237
"TMS18","TMS18F1027P0001_A17438",-0.234160045695252,0.699366826694536,5.61458450297125,0.0558193617374257,0.0017771009877973,0.0176738988331845,0.0570262346885021,-0.0137939999387122,0.694555283494658,-1.19677782701423,0.440788387381733,8.6951316402401
"TMS18","TMS18F1027P0022_A17765",0.261621066814795,1.55022908676839,-4.37095142246194,0.175844899817865,0.0226473988271607,0.209856865699721,0.125171217986519,0.0883268127680323,0.477302770651745,-0.0235152823555676,0.202511313444879,4.23435310855087
"TMS18","TMS18F1027P0029_A18307",-0.101232947747168,0.727032972831427,1.98168082807957,0.248559730303951,0.00174834806909539,0.0311551359737028,-0.00547432288584924,0.00897553344311912,0.020654449547367,0.217378101383438,-0.400558702028277,-1.60741905730235
"TMS18","TMS18F1027P0030_A18246",-0.641723991860573,1.57708146025013,6.78565133771496,-0.162929043442898,-0.0423450318750171,-0.256885589021868,0.000120929840109293,-0.192468281048643,0.0227863965587015,-0.0624613005897744,-0.057820173320092,-0.445855448778262
"TMS18","TMS18F1027P0036_A18084",-0.0370819288972553,1.45349713784475,-4.37418368990328,0.393669999212701,-0.0489305327354387,0.0242194284878504,0.147938279591372,-0.0981804886052289,0.66375639914509,-0.670888631315468,0.25232524524755,6.23623299330648
"TMS18","TMS18F1028P0032_A18206",0.00815349543326135,-0.700220493276112,2.59073962552469,-0.00838621606721928,0.0519973823234004,0.246223608912781,0.115726577872184,0.141910433231879,0.116223528168703,0.367055334853048,-0.283771137187175,-0.73288060138662
"TMS18","TMS18F1028P0033_A18408",0.181445619026709,-1.24080281620525,-11.4168479027968,0.284579846634305,-0.0177275094381158,-0.259710036989385,-0.172810413367135,-0.20252382599283,0.00311526729355215,0.600537343408354,-1.05548989474411,-2.27366756811646
"TMS18","TMS18F1030P0009_A17580",-0.292490383049199,-0.400485385622806,-0.407900952903572,-0.199553237997368,0.0271200216211588,0.0531673467824059,-0.0276281411257865,-0.025849829174235,-0.203681227362265,0.341130250432378,-0.465115554843295,-4.81191630392086
"TMS18","TMS18F1030P0017_A16905",0.0575574560729181,-0.891516445753944,3.79879840370766,0.0303335436038044,-0.0448859837872523,-0.112989895721403,0.0310811810775053,-0.081259347037476,-0.0399815481620696,0.177076847842382,-0.28033549167824,-2.12797585363065
"TMS18","TMS18F1030P0019_A18752",-0.112311018022003,-0.848286669477493,-0.16134859764042,-0.121490297427218,0.00370366214652167,0.186229552933015,0.261990103417019,0.168296066225824,-0.226052136480162,-0.108402449808328,-0.841084723749214,-1.85435784589503
"TMS18","TMS18F1032P0011_A17549",0.114635089848031,0.568834021928746,-2.23934856591245,-0.2183051116085,-0.0506855894041166,-0.155358983074299,-0.0402657001093293,-0.0912395331449672,-0.211552608676295,-0.0525810345766973,-0.69026008018684,-3.48074671680393
"TMS18","TMS18F1032P0018_A19020",0.170111058959783,0.609478296682561,0.294687949302095,-0.0106826714565074,-0.0509917464949999,0.0883415979946418,0.197674379078922,0.0480624563367712,0.220388958954835,0.0876858113027171,-0.977501272068706,0.972617499314444
"TMS18","TMS18F1033P0018_A18741",-0.121237761500159,3.6944541178148,1.86408997961373,0.39573690350509,-0.0109893717735925,0.160317375898063,0.189377634233414,0.0994537009424443,-0.119762783545263,0.721831579225833,-0.454795113811844,-3.73359215888294
"TMS18","TMS18F1034P0017_A16912",-0.0825586839839489,0.201839393854447,-1.43939092327761,0.208869229550751,0.000497165981138303,0.0818167105311984,0.073929294225056,-0.0167060919127194,0.00962321247200488,-0.189398366073905,-0.203608778482531,-1.34855788429139
"TMS18","TMS18F1035P0009_A16913",-0.128901504554946,-2.92823113022595,-3.59262931534251,0.0608115854053772,0.0383974861855423,0.230277444547197,0.0922687563814883,0.194139084329974,-0.101839231215257,0.994170218045655,-0.421553949699197,-4.34079333391277
"TMS18","TMS18F1036P0002_A17528",-0.101375241823336,-4.46131919257596,-15.0249872966515,-0.139336688544948,0.0241204618178037,-0.0509294971549113,-0.0811852665149309,-0.0181536491204538,-0.136415137068394,0.560073296876239,0.03169594804718,-3.89795580964965
