"GeneticGroup","GID","MCMDS","DM","BRNHT1","BRLVLS","HI","logDYLD","logFYLD","logTOPYLD","logRTNO","TCHART","LCHROMO","ACHROMO","BCHROMO","germplasmName","Order","gen","Female_Parent","Male_Parent","Cross_Type","Year_Accession","Year_Female_Parent","Year_Male_Parent","Cycle_Time_Female_Parent _Progeny","Cycle_Time_Male_Parent _Progeny","AverageCT","bval"
"TMS13","2013_0003_1:250162053",0.145712904174541,-0.459115760798314,-5.69197127624207,-0.143324497027149,-0.0568692285807523,-0.143292226268873,-0.0679193428015333,0.159301025076986,-0.0750199477776151,0.49194367308512,-0.492651811646379,0.381433650426573,3.34843078042912,"TMS13F1003P0001",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_10:250162062",0.791986460272978,-0.848797845157909,-9.03763309507296,0.00691681948877227,0.00304697572150078,-0.110035732757877,0.00721300575713497,-0.092960536505515,-0.0116283671142299,-0.184269151020816,0.385059611848647,-0.097908243052098,-1.49910335994933,"TMS13F1003P0010",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_11:250162063",0.397950014764577,0.208513660255169,1.8953519340983,-0.135975731053126,-0.0525891929001262,-0.103846575166005,-0.0467290537393053,0.0454006380346759,-0.043511966982438,0.171060827016503,-0.407779160810506,0.00766756301826452,0.548113190325224,"TMS13F1003P0011",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_13:250162065",-0.466519467543055,3.2288474651502,-1.67420203440724,-0.072084609763303,-0.0399843161214704,-0.0159522649669907,-0.146779552648468,-0.030807269562761,-0.145127028331875,-0.220467698581202,0.698870081201761,-0.279354220230359,-1.9992114060226,"TMS13F1003P0013",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_14:250162066",0.972612551903788,1.2876077684199,-2.71542493535107,-0.288768292679692,-0.0144183501117655,-0.0530481383223598,-0.0143903739429745,-0.0410679626607447,-0.0396649176909274,-0.218344858094103,0.918236469877742,-0.396032207285272,-2.72103899871741,"TMS13F1003P0014",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_15:250162067",0.632972938154471,0.166228367475818,-7.26711131332234,-0.126828517566025,0.00955190201163445,0.0273420493766339,0.0757233408983843,-0.0606840134262813,-0.0163597361036521,0.461503986410293,-0.120781777005051,0.214625140863461,5.39269491556974,"TMS13F1003P0015",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_16:250162068",-0.589645341081727,1.58752158922735,-1.75776908968713,-0.0879582960392678,-0.0158282214944059,-0.0124126371979982,-0.040846241017769,0.00705800863196905,-0.022977245160988,0.44720145363989,0.0778573671450422,-0.295642192211104,5.28595574761927,"TMS13F1003P0016",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_3:250162055",0.183641916895521,2.75159778326016,-8.33058105925654,-0.0764102638637167,-0.0455661327771872,-0.029334266781845,-0.145731542000306,0.0168936720087966,-0.182752987528876,0.261684344957,-0.558533205402549,0.465292886970133,3.94341118474128,"TMS13F1003P0003",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_4:250162056",0.143439418676091,2.21989945486579,-7.43221306775519,0.0294501392572983,-0.0394082366311164,-0.097716077841746,-0.120458125537785,-0.0666173123919558,-0.149527627748819,-0.260664879836707,0.496376336337463,-0.505447477238554,-2.96293150653546,"TMS13F1003P0004",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_5:250162057",-0.574122866706017,1.59706309797748,-7.61206894986935,-0.262504136994061,0.0147362413539909,-0.0281344684805284,-0.0448783796481079,-0.1365210299648,-0.067082919877334,-0.41959219046378,0.509761958463697,-0.25414544405416,-5.39481685746282,"TMS13F1003P0005",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_6:250162058",0.485192097666618,5.32972361329006,-0.598042399495072,-0.382062290875299,-0.0607903117316255,0.0154149223637763,-0.104456482736743,-0.0585021432016386,-0.0390238470353268,-0.355411541013221,0.792158278436078,-0.0108985559060775,-2.29070536075786,"TMS13F1003P0006",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_7:250162059",-0.148233385809017,3.31684289250183,-4.22935891248105,-0.144458579219088,-0.05360221444204,-0.054286511656584,-0.0639579285077465,0.0424837777861864,0.0233237907500508,0.305513625383094,-0.565932131573631,-0.232876198147902,0.958228073207682,"TMS13F1003P0007",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0003_8:250162060",-0.0950570309084498,2.74337682020268,-3.63292387273157,-0.245884021559241,-0.0554902428221282,-0.0265770850814522,-0.0377127785185601,0.0647381208821643,-0.120403897706463,-0.356700398785189,0.540968481039362,-0.387951916323559,-4.67845660098626,"TMS13F1003P0008",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_1:250162251",0.016986300729537,0.145776494134665,-11.9118428285214,-0.0463627030212962,-0.036430972566032,-0.13541718459371,-0.0853255360253883,-0.0153663022032535,-0.109814036269159,-0.212052218072389,0.0563124655354289,0.349628462642023,-1.55474019527934,"TMS13F1006P0001",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_11:250162261",0.204412870551702,0.39865330864378,-0.341666472335311,-0.00667150823251126,-0.0464887271916932,-0.0749385025522404,-0.0698879905727841,0.0566266070688027,-0.175831811215197,0.280900253753159,-0.0173497295713404,-0.293112424757841,5.46937515540928,"TMS13F1006P0011",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_12:250162262",0.0857430631995203,-0.721074830327623,8.80733052437709,0.199287475397201,-0.067736623981279,-0.0135240599487415,0.0981142119493292,0.29874853307699,0.107031179347628,0.893463642546948,-1.53405454406552,0.667080726508732,6.46157996091328,"TMS13F1006P0012",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_13:250162263",0.183618987765991,-2.6029276127181,-6.10113634435736,-0.0327868883374095,-0.0254487804192238,-0.0671809529374964,-0.0488638225866672,0.0732479233095604,-0.137461841310191,0.246735939680679,-0.615123256616154,-0.0156198078212556,5.46503950491978,"TMS13F1006P0013",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_14:250162295",0.0662647113864905,2.33466162579767,3.58799635605056,-0.36068264174685,-0.0531295473039662,0.0581643116980158,-0.0425929140304812,0.208212720352896,-0.0216811872260772,-0.137448372006466,1.12513048251432,-0.688183374528555,-3.32669794342701,"TMS13F1006P0014",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_15:250162296",0.569849477393421,0.368657047926376,0.590286582305536,-0.430272308248005,-0.0370491712587588,0.083748892775891,0.0333438090719506,0.183007221461046,0.0537421521184951,-0.185196464209893,1.42622094006035,-0.44872988809503,-2.63706820330346,"TMS13F1006P0015",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_2:250162252",-0.122656628523095,-1.07080721767805,-5.66960322345962,0.231762286988598,-0.0458423853630666,-0.151872747898093,-0.124650308828899,0.0978012096532806,-0.149347267252641,0.427544670313596,-1.42077472483862,0.361677491398614,7.29704119200902,"TMS13F1006P0002",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_3:250162253",-0.312986257385521,-1.65260727236344,-5.17095015201162,-0.212305967374506,0.00048631995689492,0.00103210304721293,0.161482973409853,0.155031065513865,0.0072865181646232,0.417784205736999,-0.790157236118778,0.941096714212854,5.6450120529655,"TMS13F1006P0003",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_4:250162254",0.406764884549406,-5.0169266268342,4.06482220098205,-0.109963384393718,-0.0540790651023048,-0.250996232163109,-0.161771296087926,0.0928650155678498,-0.121465012974519,0.649881640832325,-1.27464145857992,0.0459078272002885,7.11958561580632,"TMS13F1006P0004",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_5:250162255",-0.335898946372637,-1.40793063534507,1.58802035000676,0.100259220741601,-0.123149027884476,-0.246565325350897,-0.257299103991748,0.235297678083496,-0.253462173913831,0.977608098252341,-2.04219810917175,1.20468950666942,8.79578156766724,"TMS13F1006P0005",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_6:250162256",-0.340295828924334,-2.94426236064393,-11.9469028439155,-0.240121429716128,0.0170211730537178,-0.055004674786789,0.0534421211052308,-0.00563355356945886,-0.0527274814831028,-0.109696788803222,-0.0858013007510981,0.00373968657472529,-0.721063856152092,"TMS13F1006P0006",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_7:250162257",-0.117740637211763,-4.17708190055022,-3.27310160252035,-0.00550508650182463,-0.0509693777653425,-0.0842655242453025,-0.0466040775244637,0.262029440132056,-0.132043649594244,0.944054374979235,-2.3219757974231,1.25199194191881,11.9430565249418,"TMS13F1006P0007",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_8:250162258",-0.00715299732009493,-1.95155521944669,-1.44208858237737,-0.0975508403063927,-0.0649596139311672,-0.112867804662496,-0.0824887765468983,0.165472401148221,-0.0539643023293224,0.549832238752309,-1.05049001744472,0.193442040836187,5.91677764939664,"TMS13F1006P0008",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0006_9:250162259",-0.380209210951697,-1.5173609029259,-2.0732728298926,-0.169711411070222,-0.0425805579881531,-0.0794388467544406,-0.149155650798452,0.0778057469236802,-0.19534911209288,0.21180379341168,-1.02855301741612,0.12824396110715,1.91206388074427,"TMS13F1006P0009",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_1:250162069",0.142252501778296,-0.353984479058256,-7.2190500117528,0.0144757117385124,-0.0289105947355921,-0.0851969890482899,-0.120967641516437,-0.0398992851911402,-0.136127115532971,0.0169704687471535,0.403651440849851,-0.415980389337816,0.0989152210059714,"TMS13F1008P0001",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_11:250162079",0.789521668862698,-2.5239848249274,-8.46133157782796,-0.230332624385436,-0.0726444847832089,-0.217851448983461,-0.251319208826877,0.0355831436334781,-0.239624314775446,1.02247730992952,-1.72436654731382,0.624662175162668,10.5137153080072,"TMS13F1008P0011",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_12:250162080",-0.201568045231992,-2.41036520006526,-14.3777820332355,-0.115805903041425,-0.0257888546295878,-0.242061410160681,-0.43503503814842,-0.30852508785816,-0.433812041610794,0.344576992531834,-1.1757625831016,0.176525276676572,4.26393699770539,"TMS13F1008P0012",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_14:250162082",-0.260294146039452,-0.632371151068101,-11.3912994993299,-0.314924098999429,0.00632401412709418,-0.0737246249913874,-0.0906918628495282,-0.125884127065063,-0.113298668277063,0.237789270553816,-0.143155585737252,-0.406233766301491,4.67495313494492,"TMS13F1008P0014",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_15:250162083",-0.0972530134462859,-3.03904172074213,-9.50723009389053,-0.394857824565059,-0.062393658443065,-0.171855287552037,-0.110723646468882,0.0795996928892414,-0.157451109634716,0.537946267130621,-1.09812776672794,-0.101743918986471,6.43566774066698,"TMS13F1008P0015",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_16:250162084",0.386198738647723,-1.73853875424321,-12.1897163624463,-0.459125964074307,-0.0637584862614763,-0.14891673973822,-0.152625291981457,0.0277924821163885,-0.160648376089959,0.115794848827481,0.103465144835225,-0.778597997266616,-0.0410713472301776,"TMS13F1008P0016",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_17:250162085",-0.383015358256146,-0.116133052881455,-11.0245099795064,-0.380335399095976,-0.0577237396833032,-0.239998346632742,-0.369476267392009,-0.0777482695151391,-0.262069808203545,0.518688044257929,-1.57322298366257,0.218937752811391,8.31636479496247,"TMS13F1008P0017",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_18:250162086",-0.236907230776643,2.27481088390989,-7.99160308888214,-0.270848890343159,-0.0818568088898623,-0.183567220965951,-0.279950607551242,0.0649242184918567,-0.195267062075663,0.0189751532421193,0.146748827934376,-0.358428070205726,0.670749241867933,"TMS13F1008P0018",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_19:250162087",0.464702450214066,-1.62933962060349,-12.235196928744,0.0152748389844905,-0.100836062214803,-0.41131001681665,-0.438388882691085,-0.0435587271911902,-0.347115327279715,1.3060683270596,-2.45137258620093,1.18626733663654,16.1084638371442,"TMS13F1008P0019",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_2:250162070",-0.230172102459486,0.226983815299755,-17.1043483186361,-0.302122511167497,-0.0499386891282674,-0.0833695306387169,-0.129907025177915,-0.0787129370311935,-0.200025399768411,0.456968348394988,-0.704944322151676,-0.337346796633784,3.77203543740731,"TMS13F1008P0002",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_20:250162088",-0.353035101200877,-3.28079374594773,-8.48417686136728,-0.056014376772231,-0.067855726579527,-0.257965651421339,-0.129396872229933,0.178633941412691,-0.115314959190477,0.583783793532404,-1.41250551877273,0.0679934810520587,6.49407007260309,"TMS13F1008P0020",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_21:250162089",-0.0349829626490895,-0.335798688858637,1.1175787869165,-0.28853512252411,-0.0358727338570274,-0.130211099308767,-0.183223973958593,0.0275963260700814,-0.117517383634419,0.180828565579588,-0.345002550695551,-0.532175505875052,0.750477250114741,"TMS13F1008P0021",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_22:250162090",-0.0176443655393531,-3.15249426944322,-5.56063546217557,-0.301514666705748,-0.0953392692537018,-0.334024733938547,-0.32408779985645,0.0398949804482406,-0.287211182885272,0.805925805224624,-1.37163759254588,0.604923583821233,8.77465147438396,"TMS13F1008P0022",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_23:250162091",-0.153219561736858,0.0396050586420985,-3.92698331632856,-0.327511394439177,-0.0264328942616616,0.0231919495347095,-0.000538832533821504,0.122971662225763,-0.0282810409116175,0.270168347021935,-0.707118782320738,-0.232887418577326,5.05496208280093,"TMS13F1008P0023",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_25:250162093",0.252428599532687,-2.72536385711057,-4.46676302485929,-0.348921911883736,-0.0366339075292481,-0.118336571598247,-0.190992678997912,-0.0399004483012717,-0.255713398957048,-0.0259534642636215,-0.10745676420129,-0.335529765883902,-0.176991777358798,"TMS13F1008P0025",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_3:250162071",0.097749065834468,-0.48027144917436,-3.16136144071112,-0.0077470915758996,-0.0670726944546198,-0.286482218245641,-0.303699500351867,0.113110314511663,-0.226833072923141,0.793095014582723,-1.37743120023407,0.350209788386786,6.22646132214515,"TMS13F1008P0003",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_4:250162072",-0.411684100326895,0.568157816480316,-6.31637768152272,-0.227392788673818,-0.0804251575985762,-0.232050618042929,-0.327506361394069,-0.0270861466322537,-0.254730315951037,0.287024186628639,-0.608198514339921,-0.305262849028745,3.76305720563878,"TMS13F1008P0004",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_5:250162073",0.649674053077837,1.13489267046046,-12.853444495678,-0.286270521875993,-0.042481563797934,-0.0542014020580215,-0.0615794869267136,0.0254067205118832,-0.0781601496233092,0.146225081657846,-0.473403433028397,-0.528033421939438,1.76860301837155,"TMS13F1008P0005",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_6:250162074",0.0250409031129969,-4.48101187631977,-16.6889093120787,0.00824376933366356,0.0248493356907785,-0.243541338749566,-0.341447312359482,-0.392574854058201,-0.411832322403855,0.456307471403656,-1.59628812056712,-0.0343481935537116,4.88295973945181,"TMS13F1008P0006",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_7:250162075",-0.0344285078848285,-3.29211240010925,-6.12073515601881,0.0116937612442547,-0.0599467090156951,-0.228768449383756,-0.256728064968641,-0.0390056273202458,-0.272317339197772,1.03590009430998,-2.47244736041826,0.810754833867694,13.3970846284448,"TMS13F1008P0007",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0008_9:250162077",-0.254710293606366,0.459453997385553,-7.88470364454273,0.0586377194013524,-0.05876119104164,-0.211889913728991,-0.353436134719014,-0.0363272337438377,-0.294734658402695,0.511555356890116,-1.19081038165876,0.564571061746412,5.20354343256818,"TMS13F1008P0009",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_1:250162094",0.231825030572447,-2.69991018685336,-3.95010363585961,-0.0781089689882441,-0.100302907891145,-0.202562507683576,-0.251934186912096,0.186039950268675,-0.191833359409112,0.492989842952714,-0.925399720252071,-0.128862450585868,6.8932599930214,"TMS13F1009P0001",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_10:250162103",0.773854874678523,1.59113091248692,-6.79794928324848,-0.247364426325923,-0.106032629637711,-0.0189575171140181,-0.279924940158057,0.16085902909719,-0.195469603305415,0.352752365907412,-0.116239140854702,-0.522666332141599,4.52198606291563,"TMS13F1009P0010",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_11:250162104",0.347140637015419,-2.79907193229877,-1.02139803293512,-0.438488204759411,-0.00515078600132158,-0.0210333867155329,-0.142444482603707,-0.0418741887561171,-0.0789383273607892,0.576956737576824,-0.2448902669297,0.044259390154378,6.74624237588777,"TMS13F1009P0011",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_12:250162105",0.979289575802135,-3.85265281048167,-7.98019969721831,-0.430614994318186,-0.0222260824590689,-0.173131422918893,-0.170752269277411,0.00446831558651214,-0.134534317885001,0.614832957153898,-0.83362618143245,-0.308232769312177,8.58936645601977,"TMS13F1009P0012",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_14:250162107",-0.0573320347290703,-2.10692150264341,0.738787823904761,-0.311020610232728,-0.0506982834442922,-0.178279781786519,-0.161306900101236,0.0684245847879513,-0.0969207135566035,0.531219628685896,-0.407315087670645,0.323347035973965,7.00670814244522,"TMS13F1009P0014",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_15:250162108",0.11655866750732,-1.21558245245617,5.8916402226692,-0.342933789885508,-0.0780883142329896,-0.0688578293034899,-0.124954291985701,0.193511943388739,-0.09601505878162,0.529595801419253,-0.624495369399183,-0.458159906902808,4.02362075794129,"TMS13F1009P0015",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_17:250162110",0.769714332505236,0.0801782042340681,-6.34422145319523,-0.553953746561262,-0.0392726130251477,-0.119429511264904,-0.277352342279222,-0.0396736672358801,-0.123144334700721,0.554001720496275,-0.309386383704844,0.29959573417003,7.92397664746466,"TMS13F1009P0017",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_19:250162112",-0.353284356065567,0.768222302379851,-0.919070134004444,-0.685467254805428,-0.0356011048452436,0.111546977538949,-0.0885681044532487,0.108534505538265,-0.00396098045682707,-0.172207760409673,0.0683633827943348,-0.204629619621814,-1.17671798102516,"TMS13F1009P0019",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_2:250162095",0.0366274199659064,1.82205209748813,1.38112517425749,-0.547784700318963,-0.0305411016664156,0.00366528010220877,-0.0880871793250564,0.118078798659228,-0.0364333280996566,0.0600769323840267,0.451962840150512,-0.507797613920105,3.12039969634964,"TMS13F1009P0002",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_20:250162113",-0.495747046263151,-5.8226694569818,1.67177484077713,-0.227113224631435,0.040995102071407,-0.0687074790115372,0.00108453286206643,-0.014868162600408,0.0398468382944401,0.722186420165704,-1.08424129068537,0.203167245307733,7.80510946519833,"TMS13F1009P0020",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_22:250162115",-0.143069151214402,1.29413627124807,2.30421779669967,-0.401358903798617,-0.0393394385092126,0.0291940776346242,0.0679142929403662,0.259651537518459,0.137599837475427,0.435216525823288,-0.0892506764947302,-0.0151920079941342,5.63251130640431,"TMS13F1009P0022",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_23:250162116",-0.149169926619382,-0.72487132846372,-0.286115411177561,-0.421364411393389,0.0160253577832755,0.0370926757156919,-0.0215629954063159,-0.0141291364926516,-0.0239476840108485,0.229057620175295,-0.087537880348003,-0.255061614667667,3.3871181039588,"TMS13F1009P0023",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_24:250162117",0.564386292062875,0.0655135601900692,-2.81006402348116,-0.665377242575042,-0.0889988145814514,-0.148258774036741,-0.251993209939643,0.115313977983448,-0.212647619549947,0.792948583539819,-0.882139801866051,0.456497010317188,8.35780101441549,"TMS13F1009P0024",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_25:250162118",0.395345570763842,-5.12850215572033,-2.65996995893149,-0.237607871646577,-0.0515132836922627,-0.177769505909428,-0.195453799623731,0.0671048547987446,-0.213653358514412,0.543068641764514,-0.229452078644611,0.0401151605747896,6.11597316450736,"TMS13F1009P0025",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
"TMS13","2013_0009_26:250162119",-0.486218141243749,-1.43668470968332,-2.46839581548769,-0.0724264722425214,-0.097767441705261,-0.0412860421743932,-0.0591731354366494,0.364177065581332,-0.0466347044647915,0.0391042012211639,-0.156179198131645,-0.246663819365472,0.780263187537874,"TMS13F1009P0026",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA
