"GeneticGroup","GID","MCMDS","DM","PLTHT","BRNHT1","BRLVLS","HI","logFYLD","logTOPYLD","logRTNO","TCHART","LCHROMO","ACHROMO","BCHROMO"
"TMS18","TMS181258P0137_A17901",0.0768155528639072,0.439111094236417,-19.7339493369909,-6.61147120704215,0.307943556702987,0.0299645116187692,-0.00465943071576259,-0.0652718053021217,0.0310487959573585,-0.450662264583249,0.871646262849108,-0.433272650635378,-2.05475762656263
"TMS18","TMS181258P0156_A17909",-0.400474637932061,-0.205949837960312,-10.3134993708768,-6.5621705268499,0.368232534521574,0.0221735893755752,0.0583129384602216,0.0635406656684341,0.0546098719936086,-0.253144327143227,0.0133522511741998,-0.200256678500723,-4.72066297550278
"TMS18","TMS181282P0045_A17907",-0.148613191997276,0.796331653520784,-8.12397696670731,2.97464335417489,-0.222859180464844,0.0370563192537274,-0.00154230398863393,-0.104254781008216,0.0933418005383462,-0.216178161876497,0.837942954099238,-0.987754401522203,-4.8178458172906
"TMS18","TMS181310P0098_A17903",-0.338185332243877,1.25359811534314,4.88965685926674,-4.45694006762334,0.277899788738931,0.020028227758957,0.133609340474094,0.134988316210958,0.108618490258337,-0.229112322621413,0.219927961038998,-0.27984420388295,-2.05022386397923
"TMS18","TMS181313P0041_A17905",-1.05548414840004,3.88023769481131,-10.486820664545,-2.37155893445122,-0.127851683825705,0.0373613106025196,0.0550328287771434,-0.0496090189403691,0.0449066711768883,-0.366003766754874,0.785866258401498,-0.615544485446131,-3.70959968375892
"TMS18","TMS181313P0053_A17906",-0.797340625268321,0.30032379976155,-13.602528689704,-1.69870688207684,-0.0975139605015113,0.0597240627518081,0.0990875863201667,-0.0281025511854181,0.163825258758852,-0.608860306965881,0.304623939298646,-0.567673457168393,-5.39210970594981
"TMS18","TMS181343P0117_A17900",-0.688728684054304,-2.64675966581176,-11.2289942336731,-6.84403030263759,-0.235508764910042,0.0230707444382816,-0.0850296411266818,-0.129587434447593,0.0383444785247491,-0.299504847835477,-0.484483387939668,-0.294234627553395,-3.93943680414302
"TMS18","TMS181447P0078_A17902",0.484430342313725,0.269115416833335,0.752936974977868,-1.68019151524994,0.155965558954033,-0.0305356396986108,0.0234765769576713,0.141313007838457,0.104131947932477,0.527304734368423,-0.72066592462469,0.400349942411668,5.84015807852597
"TMS18","TMS181490P0033_A17908",-0.170157724515855,0.313005497631101,2.97033076652367,-2.1791500727999,-0.0362116123308803,-0.00239704180210411,0.0475372131371097,0.0536124793281577,0.0910232897956064,-0.0576269538737115,0.176661859593627,-0.34597103892385,-2.37704818007731
"TMS18","TMS18F1001P0002_A17449",0.496581456958124,-1.19518488954846,2.28559031441623,2.57859380582052,-0.333830002479106,0.0537332974029818,-0.0114135013107883,-0.0452728563569565,0.0400370829903324,-0.151980816607479,0.579036448401285,-0.451086963359779,-0.982127382850173
"TMS18","TMS18F1001P0012_A16930",0.635989653246749,-3.32722781351849,0.546981125907818,3.82817276104905,-0.214592180601858,0.0316935514912637,0.170981188310375,0.0927308562309336,0.00168538346541409,-0.29062526785357,0.633529550739249,-0.331407871461678,-1.60080523270913
"TMS18","TMS18F1001P0014_A16931",0.0122269089398505,-3.38590599350326,-1.43127735370692,2.26733451199633,-0.249866766753738,0.0175869690813254,0.0301713424316445,0.0320340225037307,-0.000380859328464048,-0.200166941833637,0.618615141903686,-0.438678453547911,-1.49613501953914
"TMS18","TMS18F1001P0019_A17543",-0.201381945724019,-1.99958913102407,-4.29391464683389,2.97723851791874,-0.457369006949816,0.0397577425057414,-0.0524566247440441,-0.0894592690904005,-0.0277406376603375,-0.36384109148596,1.2590309261669,-0.524233279677529,-3.52265165623361
"TMS18","TMS18F1001P0020_A17509",-0.275214320864347,-3.55538519776546,1.04263473010219,3.95364348165719,-0.149607199735551,0.0518329199537843,0.240359314751097,0.134301145784982,0.045215149611679,-0.227110606447301,0.487425507467753,-0.469019499745293,-1.18439760432548
"TMS18","TMS18F1001P0022_A17443",0.856258801677247,-4.16165137658607,-13.9676304076261,-11.0724050598466,0.0577112997967847,0.0421637202391743,0.0335011676547335,-0.0642182112824997,-0.00033474049941808,-0.149276158811418,0.138173956644007,-0.420018648981469,-2.03171101924766
"TMS18","TMS18F1001P0023_A17429",0.18070521449189,-2.68674092714098,-15.8621293313014,1.28913704531394,-0.248281841433037,0.0438082358824076,0.175357918618737,0.0726717744881292,0.0539411597625213,-0.0411383094550051,0.322087766073421,-0.589304343024619,-2.43284674863309
"TMS18","TMS18F1002P0005_A18738",-0.444592394252457,2.07531668927241,-9.45876694480487,-3.84346549866203,0.144059922666553,0.0233035253098489,0.117972006292968,-0.0206713564694163,0.0757613590591529,-0.433495740435632,0.97809674577019,-0.53020479121936,-3.83280848627427
"TMS18","TMS18F1002P0021_A18726",-0.399550834457094,1.17232540844674,2.58074215262951,7.83349421559087,0.0875158643702485,0.00239162618721924,0.126329092921321,0.0941124390642842,0.0725177160071443,0.0592681275896926,0.197903005104594,0.370243657570765,1.41283230170015
"TMS18","TMS18F1003P0007_A16908",-0.216142394494598,2.1167903320641,5.41564231851673,-4.03174631252511,0.439594481219299,-0.0497559081990534,-0.0768325727827303,0.146059418766408,-0.0225317924546015,-0.428462991684186,0.261574431951286,-0.0816458104792698,-2.85365616828201
